names,values_a,values_b
Fonda Hessel,4604,5590
Dr. Ozell Christiansen,6936,7352
Lewis Kuhn,6615,5965
Janyce Raynor,5775,3789
Dr. Maria Rice DDS,2453,6927
Merwin McCullough PhD,2956,1616
Kamren Kutch,8965,6121
Dr. Hosie Mohr Sr.,3316,7583
Elouise Funk,1934,6777
Cale Altenwerth,3782,319
Dulce Kozey,2823,7906
Emit Bergstrom,5765,1470
Mr. Lemmie Walter,7001,9881
Gwyn Nikolaus,7082,1442
Lizbeth O'Reilly,8475,1844
Desmond Hintz,3783,8502
Burton Zboncak V,3955,4214
Delila Runolfsdottir MD,4858,5881
Mr. Darion White,7086,6458
Farrah Wilderman-Lockman,1406,1276
Chuck Jast,5745,1112
Vira Botsford,2391,2018
Tori Ferry,8158,2126
Aline Gaylord,9340,3965
Cristopher Lang-Ferry,4118,1912
Jalon Senger,2123,8241
Myron Trantow,5626,7456
Kolten Wyman,4893,3188
Lovie Kris,7418,6101
Mrs. Mirtie Price,9564,8480
Ingram Haag-Jacobi,3154,3771
Estela Emmerich,5178,8044
Rey Bernier,2937,5551
Mrs. Ellie Brown MD,4527,5971
Azaria Senger,5982,5340
Thor Watsica,8546,3473
Montana Medhurst,784,984
Bernardo Murray,2756,9189
Angelique Bartell,6131,6698
Jacqulyn Hansen,305,4442
Calla Dooley,5164,1502
Aaden Deckow-Wehner,6080,6825
Patty Weber,3158,9126
Ms. Brooke Spencer DDS,4939,7231
Grove Veum-Ziemann,859,3469
Doreen Quigley,9493,4499
Garnett Emard,7691,7346
Ms. Hildur Klocko,721,2843
Woodrow Rau MD,2659,7632
Trace Luettgen,1319,4859
Liller Wuckert MD,8454,968
Franklin Bednar,4366,660
Marge Corkery,391,7058
Jennette Robel,2166,8241
Adalyn Koss-Bailey,1509,4268
Dr. Bluford Daniel V,4631,8668
Laurel Powlowski,2401,3631
Mr. Gilberto Hermann II,8628,3135
Dr. Benito Schuster DDS,7027,3206
Zack Raynor DVM,8701,2416
Miss Isabel Cassin DDS,4414,1603
Stonewall Bartell III,3863,6694
Alesha Hilpert,2849,7091
Thomasina Kirlin,7297,275
Ezequiel Langworth,1747,5836
Yulissa Bradtke,6345,5868
Iza Kuhlman,5618,7185
Mr. Goebel Kshlerin MD,1517,7754
Flavia Gislason-Hettinger,4597,4881
Dr. Fremont Marvin,5991,3217
Ula Dach,6381,3965
Darian Collins,9320,4049
Coral Carter MD,9348,1253
Rohan Sawayn I,5292,9292
Herbert Lynch,260,8313
Ms. Salma Collins MD,2148,9449
Emma Kilback,4611,6269
Violet Schimmel,2962,7364
Laquan Barrows,5964,2099
Shawnee Roob,6270,8255
Mahlon Rohan,3188,7415
Dr. Oris Carroll Jr.,2089,4453
Chelsea Upton,713,5333
Odie Kreiger DVM,81,7704
Mrs. Kaydence Mayert,2007,9956
Dr. Kay Wehner,9800,2684
Trish Rau,6786,6280
Ms. Sadye Stoltenberg,9296,7374
Dr. Brannon Denesik Jr.,2544,367
Miss Mckayla Schiller,1651,73
Dr. Santo Huels III,5588,1823
Dr. Conard Morissette,6836,8226
Laura Shields,5283,485
Liza Johnston,2549,4951
Horacio Bradtke-Feest,7773,7523
Kaleb Simonis MD,4370,7137
Bernardo Boyer V,1857,296
Cleva Walsh DDS,2547,9071
Jaliyah Graham,6967,2574
Dr. Tristin Considine Sr.,5719,5196
Jaxson Schiller-Bins,8164,2739
Myrna Brakus,2962,9332
Jaime Hauck DDS,8138,9000
Dolores Kihn,7253,7062
Susanna Hane-McKenzie,7807,7088
May Gottlieb,5549,1796
Miss Mindi Kunde,5722,5424
Tanika Muller-Waelchi,4831,4018
Scarlet Larkin-Streich,323,2036
Jaidyn Boyle DDS,4434,2859
Bill Durgan,4665,3456
Harve Marvin,4823,1645
Rickie Hamill,8056,2570
Dora Pouros,6408,1762
Mr. Deandre O'Connell,8256,5138
Karel Welch-Stiedemann,7611,5828
Guadalupe Stanton,5823,7307
Hannah Pouros,1905,7507
Damarion Halvorson,8569,3741
Denzell VonRueden DDS,4090,4910
Miss Jaye Boehm,2741,3089
Zula Crona,4881,4680
Macy Hoeger,3178,2003
Arlis Beatty,4688,7209
Tisha Wiegand-Keebler,5057,6972
Cindy Feeney,2690,2729
Mr. Ethan Farrell,607,5712
Mr. Jordy Casper,6808,1640
Chris Runte,1770,6765
Earle Ortiz,6569,6652
Geraldo Pouros,3784,3761
Elisabeth Cremin,3095,3236
Arne Heathcote MD,5976,7402
Bilal Gibson-Schoen,6350,6420
Kazuko Stroman,6018,9891
Beau Baumbach,3139,7810
Jordy Padberg,4535,4488
Archibald Parker-Ward,4810,9258
Arra Armstrong,164,5830
Biddie McDermott,6733,9210
Everet Rath DVM,1918,4999
Ms. Brittnie Douglas DDS,523,4580
Howard Cole,2016,1229
Joselin Kessler,8000,6857
Dr. Dudley Turcotte Jr.,7783,7367
Shelby Beer,798,3849
Nestor Wolff,9324,7829
Mr. Cristobal Stanton,413,8518
Fed Ortiz,7272,3626
Grady Greenholt-Heidenreich,197,9007
Martha Hagenes DDS,9710,5363
Deon Bernhard-Wintheiser,2778,7312
Ms. Gwendolyn Denesik MD,958,143
Alger Eichmann,5891,8367
Chauncey Larson,8287,2399
Dr. Ricky Nader,7638,9319
Roseanna Schaefer,5732,5335
Cathey Runolfsdottir,2102,8893
Johnpaul Christiansen-Kuhic,9180,5123
Salina O'Keefe,1,7822
Brenna Gleichner,2195,851
Mr. Maurice Graham V,2188,5411
Dylan Nader,2943,7042
Miss Rosaria Barrows,1376,8383
Rollie Gibson,1027,5521
Dr. Thorwald Schoen II,4294,4989
Journey Weimann,4674,8869
Bridgett Bruen,4735,2892
Mr. Romie Littel MD,8699,9133
Brenda Bayer MD,265,2040
Tracy Nienow,575,9436
Velia Crona,7153,6107
Dr. Odin Will,397,5382
Dr. Jaxon Ziemann,9247,3267
Dr. Haruko Wintheiser PhD,5225,9735
Thomasina Heaney PhD,3355,2930
Llewellyn Bosco-Morissette,3018,6210
Ms. Ruth Windler,1517,6888
Emely Friesen,2622,4325
Britney Murazik,318,5594
Ephraim Reichert DDS,9864,2691
Maddux Nienow,4503,425
Dr. Columbus Streich,9692,592
Ephram Turcotte I,454,8718
Cale Roberts,9024,5805
Dossie Runolfsdottir,3892,5164
Katie Okuneva,5673,4345
Porter VonRueden,4844,6958
Angelita Upton,2404,8790
Anatole Corwin MD,7755,3755
Almer Huels,6670,4747
Edmond Steuber-Maggio,9757,9720
Dr. Kristian Denesik DDS,6835,4416
Skyler Langosh,9235,9576
Dr. Floy Hills PhD,7826,8586
Mr. Elige Hessel,3278,4463
Damien Pollich-Walker,8959,2626
Dr. Eura Rath,7765,1166
Kimberlie Raynor,2723,3943
Orlo Hermiston,9703,9653
Norton Gibson III,4347,9251
Courtney Buckridge,3980,9751
Jo Ferry MD,967,3694
Lyle Rice V,352,1070
Liddie DuBuque,3524,70
Celine Fritsch,7815,5346
Deryl Koelpin,9783,9747
Miss Mickey Little MD,3945,9220
Theodocia Goyette,2470,482
Isabela Donnelly,4399,7293
Charlotta Hammes,1333,5747
Seaborn Cronin IV,8631,7673
Meggan Roob,4106,4610
Ivan Swaniawski,6697,7068
Sammie Beer,9909,8212
Verlene Wyman-Herzog,6166,5510
Kieth Windler,6496,3713
Leslie Effertz,5056,1309
Brook Bins,1778,486
Virgia Lehner-Keeling,3957,2169
Almeda Abbott,1036,5795
Demarcus Cormier,6989,1578
Mr. Scot Nikolaus I,1987,6763
Dr. Bethel Walter,2514,3386
Dr. Sharday McLaughlin,8144,8775
Vada Lynch,8984,5229
Sheena Rowe DDS,8335,802
Mr. Dorr Osinski,9128,8471
Posey Bauch III,9452,5347
Montrell Gusikowski,344,7763
Denita Smith MD,6038,6990
Eloy Connelly,6930,1733
Dezzie Mayer-Denesik,3097,6148
Effie Brekke DDS,5924,2141
Mr. Lige Halvorson V,4030,9159
Tempie Doyle-Rice,5390,9251
Sheldon Breitenberg,5303,5377
Rae Fadel,2149,3278
Jamin Olson,482,3390
Salvador Little,5216,7198
Alfie Feeney,3899,6438
Dr. Fleming Wunsch,9824,5288
Shawanda Lueilwitz,2182,971
Evonne Crona,2048,8209
Octavia O'Kon,3024,9963
Dr. Dangelo Pagac V,843,297
Vara Green,8302,4717
Ms. Bena Crooks MD,6947,1213
Elizabet Wolff,6792,702
Alisa Labadie DDS,1615,209
Angie Ryan,5944,4279
Byron Schiller,7812,2441
Miss Arietta Dibbert DVM,264,6775
Erving Fritsch,8209,5641
Danelle Harris,2023,4629
Miss Eryn Lockman,3535,2175
Guthrie Schmitt,3408,6055
Dr. Chelsy Hilll MD,4362,5745
Debbra Wisozk,1387,755
Cristal Hammes,2143,8693
Amy Wolf,5437,5791
Darrin Koss,4294,1102
Caitlyn Johnson DVM,6147,4911
Ms. Cappie Frami,4730,475
Ottilia Prosacco,3214,7354
Columbia Walsh,7818,2228
Ariane Feest,9463,9940
Shad Schaden,509,1085
Devonte Waters,7446,678
Ezell West,6506,5349
Greene Gusikowski,6180,7361
Miss Lawanda O'Hara PhD,4615,3063
Dr. Chester Hessel III,5729,9837
Mildred Cormier,9366,3150
Zaid Runte,2020,9082
Mr. Bryan Reinger,6144,1861
Marla Hintz PhD,5462,6060
Jacoby Bergnaum,506,4654
Dr. Lenon Harvey,4185,8071
Wilbur Kautzer-Rau,8856,3852
Joi Gusikowski,9627,3236
Gladys Boehm,834,7101
Gearld O'Connell,995,8631
Carol Runolfsson,6766,1717
Alfie Beier,6203,9328
Wilson Little I,5929,7560
Davina McKenzie-Powlowski,3393,4282
Ossie Harber,138,5288
Dr. Elouise Rempel,1120,2766
Dr. Hughey Bogisich,9095,3544
Jajuan Walter-Osinski,6654,4433
Dr. Alabama Balistreri,2856,7686
Mateo Murazik-Beer,27,637
Coretta Parker,9263,2557
Dr. Shemar Kulas Sr.,8249,3077
Pablo Hammes,7245,4093
Abraham Barton,194,5214
Rosario Bernier,6345,5493
Eden Kemmer,8262,3374
Clarinda McCullough,7926,8441
Meg Rempel,1204,3531
Trey Yost Jr.,545,5403
Lethia Hermann,9768,6169
Angus Pfannerstill,2683,1021
Burleigh Rau,7147,6440
Joell Osinski DVM,5119,7438
Wendi Crooks,3315,3882
Lorinda Kovacek MD,5945,2378
Griffin Boyle,9995,8883
Jettie Feeney,3626,8258
Ms. Trista Padberg PhD,7213,9002
Mr. Melville Bartoletti Jr.,866,6571
Dr. Dulce Hilpert MD,8483,6741
Idella Huels-Schimmel,3472,9606
Lucious Torp-Fahey,6174,7829
Collins Von-Stanton,8709,8547
Kaden McLaughlin,7896,1400
Camisha Feil,5137,793
Daniele Russel-Lemke,5397,4367
River Pfannerstill,6355,1583
Mekhi Jakubowski,2489,3156
Margy Pacocha,7152,6937
Gretchen Blick,4251,7906
Raquan Schuster,6628,6412
Mariel Hammes,5433,9321
Lenord Douglas,8544,7398
Ms. Lilianna Beatty PhD,6914,8449
Erie Eichmann DDS,5288,9929
Ashlynn Wilkinson-Friesen,3996,516
Marlee O'Conner,1832,7328
Jordin Schinner-Adams,7672,4449
Amari Sporer,7490,5430
Mr. Hale Stroman,2211,2522
Alisa Lubowitz,452,2307
Karina Hermiston,6252,2704
Robin Kozey,7524,9531
Ainsley Williamson PhD,4778,1624
Calista Lebsack-McDermott,9256,6700
Annalise Cormier-Zieme,1864,2242
Destry Kutch,2458,8085
Jahir Spinka,117,6344
Hedwig Larson,8987,2622
Regena Collier,1409,9438
Glinda Ledner,5193,6406
Lanny Keeling,2069,5545
Dr. Dow D'Amore,5315,1013
Giuliana Bayer-Klein,2611,2329
Carlie Walker DVM,3182,7185
Kaylyn Crona-Langosh,8698,7926
Rhona McCullough DVM,7417,5866
Aditya Smith-Blanda,1561,4966
Brennen Shields-Kunze,4172,3020
Alda Wilderman,9996,1774
Dr. Jaqueline Ward PhD,2703,5916
Margeret Cassin,2829,2195
Mr. Chaim Breitenberg,2722,4588
Kaye Gaylord,5374,8368
Adams Wilkinson,506,8757
Angella Kuhn,6630,2310
Lewis Erdman,2066,3159
Bridger Walter,8010,597
Hollie Bartell,8504,5378
Mari Hane,4270,9102
Beth Runolfsdottir,2518,6508
Tex Jones,8913,7280
Trent Lebsack-Haag,8687,7892
Annetta Stanton-Stoltenberg,4736,6138
Tatsuo Nicolas,4101,7673
Ms. Annis Schamberger MD,4589,3593
Verne Schroeder,8529,1959
Ms. Monserrat Kuphal MD,8430,8497
Flor Howe-Krajcik,4759,458
Frank Pfannerstill,5677,9518
Roswell Keeling,7095,255
Cathryn Keebler,5459,7176
Marolyn Cremin,359,3881
Jamison Will-Kertzmann,7213,3717
Florine Lehner PhD,682,5116
Greene Brakus,965,7997
Mrs. Lettie Little DDS,309,977
Chelsea Daniel,6156,4408
Ms. Dellia Bartoletti,9256,3045
Gaines Lynch,5891,9791
Anahi Marks,2677,9676
Johana Ondricka,390,7171
Finis Herman,8684,7334
Mr. Greg Schoen,4247,8393
Gene Berge,4932,1454
Jaquan Skiles-Krajcik,361,1675
Dr. Squire Pacocha DDS,9125,3230
Gage Harber,390,9706
Olivine Senger,4434,6668
Ms. Adriana Nitzsche,5963,1179
Ms. Yajaira Herman,1123,6178
Bart Hand III,6179,3313
Lawyer Jaskolski,1417,2303
Dr. Colon Wilderman,3048,6878
Mrs. Annette Green,9832,3314
Aurilla Sipes,7850,5594
Kadyn Williamson,3235,6168
Myrtle Gerhold,5425,6318
Dione Hilpert,8250,6194
Sky Zboncak-Paucek,9387,1859
Dorthey Will,1349,555
Amber Schmidt-Zboncak,2276,1557
Dr. Tracy Block,5121,9915
Keli Trantow,4190,3913
Kayli Ankunding,6061,3877
Dr. Dannie Runte,9586,6137
Dr. Sylvester Hudson I,9372,8245
Abraham Zieme IV,5383,4798
Izaiah Spinka,767,3738
Derrek Weimann,4793,4529
Mckinley Davis,7264,8843
Dr. Jaheim Grady,3685,1863
Deric Murray Sr.,2300,8353
Agness Mueller-Wyman,719,7607
Dr. Montel Conroy,7501,4980
Laquita Kiehn,7633,8229
Essa Bauch,4621,2764
Ms. Jayda McDermott DVM,5438,9025
Nya Mertz,7479,3012
Montrell Hettinger,4079,9355
Margueritte Rosenbaum,8594,9680
Carmel Farrell,6937,4926
Angelique Quigley-Leffler,9870,2354
Janiyah Cummerata MD,6265,919
Dr. Jamiya Beier,3695,8886
Dr. Maximiliano D'Amore,8485,8517
Archie Emmerich,6821,4635
Kristyn Lockman,5653,9640
Maxx Bauch,2226,6794
Gaylord Konopelski-Gislason,2271,2883
Orville Mitchell PhD,1070,4874
Marianne Abshire,9154,9817
Hamp Frami-Baumbach,899,9171
Arman Brekke-Senger,9703,7544
Dr. Andrae Kertzmann MD,8827,9708
Dr. Elton Harber,1862,6704
Brittany Mayer,6157,3559
Dr. Lanita Gaylord,1876,1713
Elle DuBuque-Morissette,7153,4694
Dr. Wheeler Marvin DVM,6184,8546
Miss Coretta Jacobs PhD,1140,3059
Carmelo Prosacco,3990,1882
Tod Hoeger,8629,1207
Dedra Marvin-Bernier,5461,7527
Stormy Harber,3819,7258
Skye Okuneva,3175,2700
Miss Ardella Hauck MD,2519,7818
Dr. Hudson Lynch DDS,4568,8845
Hillery Hand,6760,8877
Bradly Donnelly,9412,6073
Kizzy Botsford,7181,5692
Dr. Lani Turcotte,3597,5800
Dr. Ottilia Carroll PhD,3477,5950
Jaycie Jacobi-Abbott,3319,2593
Averi Connelly,8282,1283
Dr. Rusty Price,6090,2404
Mauro McCullough,6435,1240
Neha Jacobs,813,1934
Retta Predovic,4823,2743
Cheyenne Mante,8381,4289
Parrish Metz MD,6159,3104
Lonie Schinner,5486,5728
Richie Cormier,5241,1749
Adelle Hauck-Hermiston,7287,920
Hymen Paucek,1546,1629
Darline Witting,8786,6100
Joycelyn Deckow,8061,2471
Jade Tremblay V,5915,7578
Myrl Denesik,7718,5199
Mr. Geraldo Heller,9520,98
Myer Dietrich,2784,9281
Karan Ortiz,3078,7472
Effa Eichmann,9403,7399
Caiden Lemke,7683,5194
Mr. Damian Kessler,3124,9626
Dante Botsford,2626,6154
Matthew Collins-Ortiz,5223,9469
Dr. Murl Stokes MD,9032,3365
Shaquita Bechtelar-Gislason,6038,7710
Lucindy Nienow,1822,8895
Mr. Pranav Spinka DDS,4952,7619
Minnie Hyatt DVM,3111,2898
Dejah Smith MD,1000,1803
Armando Brown,243,5038
Vilma Bechtelar-Spinka,9764,5015
Reece Kassulke-Wiegand,5987,9806
Rodney Legros,1017,5107
Henri Stamm Sr.,3879,9146
Atlas Shanahan,374,2075
Kimberlie Yundt,1886,6846
Josefa Larson DDS,3700,6712
Dr. Buel Kirlin,4223,1001
Mr. Syed Wolf MD,5816,6448
Jarad Reichel III,2049,1562
Celestine Howe,8741,8147
Edward Schamberger,5356,492
Rodney Dickens,1965,887
Stewart Schaden-Schumm,5125,2274
Ms. Latonya Mertz,4506,4517
Ethel Hintz-Smitham,1808,3412
Mr. Cary Schmitt,3323,7589
Dr. Sherman Eichmann II,3740,6398
Richie Mayer V,3194,2034
Freddy Schultz,3481,1486
Mrs. Kala Hagenes,557,330
Darby Kuhic,5526,3441
Towanda Corkery-Goldner,9146,5372
Devin Corwin-Jacobson,3301,5502
Modena Ankunding,5041,7805
Ms. Valeria Bergnaum,6245,8199
Durward Moore,797,170
Grafton Yundt,4062,8528
Dannielle Mante-Crooks,861,2972
Paulo Heathcote,109,4135
Royal Lang,926,6532
Alberto Beier,1221,3847
Mrs. Nicolle Gulgowski,5581,2400
Jude Kuvalis,813,3739
Caswell Wyman DVM,5674,9953
Hollis Romaguera,5561,2941
Betsy Welch,1009,4169
Thyra Emard,2765,3192
Norene Schaden,9650,9281
Dr. Edyth Mayer DDS,4331,9402
Rella Pfannerstill-Cronin,1592,5417
Thomas Kuvalis,7141,961
Shania Wolff,7183,6640
Mr. Kit Homenick I,944,9367
Mr. Ewald McCullough,8641,7375
Dr. Lois Goodwin DVM,1927,5426
Clytie Terry DDS,3546,5187
Delinda Hessel-Kunde,4882,7624
Verona O'Keefe MD,7394,6573
Hanson Welch,9172,3196
Mozell Fay,3497,6762
Cassie Gleason-Crist,8750,9377
Mrs. Emilee Beer PhD,5286,6602
Sullivan Effertz,8417,1039
Harvey Weissnat,6829,4795
Jamie Marvin,1236,3396
Marcel Erdman-Cummerata,5476,8972
Clemence Rice,7689,7808
Verda Mueller,7801,1665
Betsy Kemmer,4944,6634
Mrs. Ella Brakus DDS,5286,5290
Taniyah Jakubowski,9371,3898
Renee Nitzsche,8822,9174
Mr. Ayaan Bruen,7515,3078
Benji Collier,8541,2204
Ms. Rianna Hills DVM,5480,369
Durward Robel,6072,877
Afton Marquardt,3532,4242
Hubert Ernser,6997,3071
Mr. Cayden Ernser,8686,128
Urijah Hodkiewicz,1932,5805
Reagan Donnelly-Shields,6142,2533
Alphonsus Conn,4972,7735
Kaelyn Bayer,610,934
Miss Pheobe Jacobs,9362,6838
Pete Konopelski,6720,717
Elliana Hayes DVM,886,7914
Miss Lannie Schiller,7007,8285
Rosann Bruen,9483,9275
Zed Fahey-Littel,4095,420
James Nienow,6587,8285
Angelina Schoen,3577,1693
Ike Graham,4799,5437
Santiago Stokes IV,817,7330
Margret Satterfield-Schneider,5169,789
Bernice Hilll DVM,3611,4002
Rollo Morissette,5648,7653
Helga Kulas MD,1296,6586
Dr. Josefa Lindgren PhD,8712,8310
Brandee Ziemann MD,3776,6598
Geovanni Langosh-Huels,5502,6805
Dr. Moira Heathcote MD,400,4788
Austin Jacobi Sr.,3730,3848
Dr. Felicitas Haag,77,7549
Brisa Koelpin,2916,3682
Rahn Murphy II,8353,7097
Ken Leffler,1307,8638
Maralyn Schmeler,1945,2829
Dr. Lyndsey Swaniawski MD,2388,6434
Mr. Carlyle O'Conner V,1000,8826
Roseanna Nikolaus,9930,213
Lex Kuphal,1975,9436
Sam Rodriguez,9854,2327
Mrs. Corliss Witting,2399,4410
Dr. Lesley Daniel MD,7099,6617
Miss Pearla Beier,9276,1808
Anthoney Quigley,6225,6257
Reginal Larson,2954,7250
Jordan Yost,3561,7016
Cristofer Streich-Greenholt,3231,5305
Jerold Armstrong,8064,2235
Stephany Leffler MD,371,1259
Darian Graham,4479,8994
Lance Dach,1084,436
Thora O'Hara,5686,5349
Brittnay Gibson,4147,2282
Miss Anika Wyman,4661,2455
Rozella Weimann,8635,9304
Dr. Teena Koepp MD,5712,378
Kiyoko Stamm DDS,9359,5470
Red Schultz-Reichert,7380,7134
Miss Ellie Mohr,6101,7994
Dr. Dove Botsford DVM,951,8625
Miss Cathie Weimann MD,2401,629
Carroll Lockman,9430,3798
Elzy Roberts,5688,6697
Blair Gerhold,2721,7010
Summer Durgan MD,1990,4415
Paityn Bosco,6243,5017
Rogelio Mertz I,3210,4263
Danielle Yundt,8161,6423
Ardella Kassulke-Lubowitz,545,8426
Mr. Emett McClure IV,3856,5041
Delphine Blanda,2773,740
Mattye Kertzmann MD,4455,7994
Carey Wehner-Homenick,1008,8671
Dusty Harris,8477,2027
Littie Heidenreich,8682,6484
Eathel Hoeger,1646,9340
Moises Mante,9016,2650
Velda Dietrich,155,1617
Dr. Daniele Durgan,3657,4882
Hildegard Yost,4946,4088
Sheyla Reichel DVM,248,7506
Mr. Brenden Smith,9668,459
York Dare,9042,3483
Mr. Mauro Bode,353,4004
Jeanna Luettgen,3852,6702
Melvyn Ritchie I,5959,137
Kasie Pfeffer MD,9263,2928
Sigmund Flatley V,7396,9025
Zelia Skiles DVM,5482,7079
Braylen Bogisich I,598,5896
Blanchard Walter,9012,3504
Georgiann Gutkowski,4682,6095
Dr. Paityn Gutkowski DDS,1810,2080
Dr. Elizah Halvorson III,7898,9967
Butler Bradtke-Quitzon,7721,5968
Wylie Keebler,5637,8675
Gavyn King DVM,5656,1489
Lela Brakus,3886,8052
Timmothy Considine,7371,3511
Mr. Finnegan Kassulke II,2908,4020
Ivana Conn-Quigley,4251,1345
Bambi Anderson,9579,1958
Winnie Okuneva,2275,9794
Dr. Monna Powlowski MD,7848,7455
Kiarra O'Kon,7962,10
Ruthanne Terry,2297,2120
Maxine Herzog,9006,5794
Cathi Kirlin MD,423,6709
Dr. Hank Murazik DDS,3630,7648
Lynn Labadie-Koelpin,1545,7986
Olar Weber,3815,6497
Eulalie Christiansen-Wilderman,3668,1041
Cleon Braun,6186,1419
Tara Wehner,3604,9355
Demetric Konopelski-Herman,8094,869
Micayla Hilpert PhD,4287,8490
Joseline Kris,8075,7058
Loran Murazik,7547,8577
Arlie Skiles MD,1829,2742
Edsel Watsica,3691,4166
Markita Sawayn,5774,595
Haywood Runolfsdottir,2942,4683
Oral Von,736,1343
Gidget Boyle,6921,9185
Chestina Kessler,7524,9660
Onie Mayer,1864,5002
Mariam Watsica,8497,131
Phillip McClure,5642,4396
Alexis Considine,7710,5381
Robbie Dibbert,9046,7756
Rhett O'Connell,4699,6473
Viney Predovic,3197,1476
Jennifer Wyman,1283,5482
Rome Lesch,3812,6532
Dr. Denzil Davis MD,9512,6314
Prentice Stokes,8038,931
Sally Morar,7474,3717
Jerald Schinner,6735,9715
Ignatius McCullough,3676,6779
Dr. Torey Mayer,6501,8614
Johney Osinski,1304,8651
Mrs. Modena Beatty DVM,7376,8770
Dr. Lura Maggio,5140,1446
Madalyn Koch PhD,8093,2852
Miss Lillianna VonRueden,8274,6156
Ted Purdy,418,7834
Eithel Hane-Hirthe,9749,67
Metro Keeling,8502,3121
Crystal White-Kautzer,9986,1608
Felix Robel,14,5693
Miss Vonetta Zboncak,8533,7113
Mrs. Jayme Wehner,3402,209
Margarito Hilll I,2155,8181
Cambria Labadie,7114,2519
Gilman Jacobi,9141,1726
Mr. Art Schuster Jr.,4332,215
Francis Ebert,4282,8209
Rashaan Cartwright,9754,6622
Doyle Kling,3480,4863
Kirstin Marquardt,6697,1912
Wm Schaefer,526,5470
Ms. Audra Williamson,301,4282
Sybil Price,3799,4637
Tripp Heidenreich Jr.,8804,6356
Natosha Pouros,2425,9646
Asia Schaden MD,4350,3079
Lucetta Murphy,3744,8608
Miss Kelsie Brown DDS,7531,5632
Ms. Creola Ankunding MD,5133,5693
Knox Emmerich,9039,8891
Kevan Rolfson,1594,531
Miss Lucie Weimann,6606,1826
Cressie Lueilwitz-Monahan,3998,1845
Lavon Hauck,2456,1989
Willow Reichert,8570,8107
Felicie Kihn,9852,5656
Chrystal Cassin-Gislason,1232,2326
Dean Collier,7267,4449
Daniele Abernathy,8388,8326
Dock Dickinson,3425,8463
Jessica Mayert,3688,4093
Mordechai Marks,2638,622
Emmitt Kilback,9399,2925
Dillie Kessler,6322,554
Corry White,3089,9031
Nylah McKenzie,9638,2556
Elmer Ratke,6720,6863
Hollis Windler,9829,6997
Ms. Annabel Heathcote,392,9178
Ms. Joy Feil,6974,7982
Jarrod Olson DVM,8011,2310
Perri Quitzon,7682,7128
Dr. Wylie Witting,4208,1247
Donato Mraz-Casper,9137,513
Laney Wilderman,8934,5975
Besse Langosh-Ratke,2922,8296
Dr. Curtis Kirlin,9538,7630
Ozell Hayes-Hamill,5241,4820
Dr. Montgomery Boehm,6099,3674
Alanzo Grimes,171,3541
Crysta Mosciski,827,5527
Delaney Bartoletti DVM,563,9811
Makenna Nitzsche DVM,6787,5511
Mignon Smith,1712,2543
Waverly Deckow,6185,5919
Dr. Attilio DuBuque,8622,7620
Ronald Mraz,9025,1483
Kristie Greenholt MD,7919,2932
Aryanna Gerhold,2921,9632
Lavern Hermann,5175,3813
Haley Connelly,9290,2666
Desirae Stehr PhD,5058,9467
Dr. Barney Jacobi IV,5675,5509
Miss Jacque Reilly,7911,8183
Boss West,3178,380
Dr. Ab Watsica II,1022,2686
John Schmitt,2329,2069
Cullen Senger-Quigley,896,5132
Alvy Marvin,3827,9295
Dr. Killian Huels,4199,4975
Reina Lowe,3885,4408
Allene Emmerich-Rolfson,3408,6559
Bynum Watsica,6615,7025
Mimi Gleichner,273,9983
Dr. Paola Stokes,8503,1889
Devan Waters,8728,7699
Mrs. Josette Boyer,7477,4329
Emilee Halvorson,6466,7080
Dwayne Howe,2867,8846
Angelina Yundt,104,5782
Miss Magen Rutherford DDS,2960,1199
Amelie Considine,792,8682
Kimber Mann,1864,5088
Harding Kovacek-Murphy,8671,999
Mrs. Hortense Fadel,5797,5641
Kaydence Lebsack,6144,3984
Miss Alexia Beier,888,8997
Kris Stehr,8971,3280
Milburn Johnston III,6553,8100
Mannie Reilly-Thompson,2465,9440
Mrs. Luciana Price DVM,5823,8667
Daijah Schulist-Windler,2976,9434
Mr. Bryce Dicki DVM,3544,1307
Mrs. Latrice Lesch MD,9909,6892
Lovey Hoppe-Franecki,2376,6247
Vara Reynolds,3662,5557
Mr. Karl Beatty,1692,2936
Edie Stoltenberg PhD,471,3256
Byrdie Leuschke,2685,6904
Coy Steuber DDS,9691,7612
Tawana Hand,4553,2825
Dr. Sharleen Miller DDS,1497,6659
Erland Mills,7920,8631
Ritchie Gerlach,2825,7468
Alfonzo Ernser,6573,8886
Isham Bogan-Kilback,517,9512
Dr. Gibson Monahan,6796,3630
Drake Williamson,9393,4565
Wells Conn-Steuber,2941,5878
Dr. Toma Zemlak,1654,2637
Rigoberto King,5891,2180
Admiral Tremblay Jr.,492,5724
Alvena Hessel,5194,3900
Zelma Schinner,1968,3986
Lyle Stokes,4866,2847
Marlo Nader,5568,6095
Tanja Hahn-Beer,3493,7674
Ms. Rosalyn Ruecker DDS,3746,4777
Louie Smith,1006,3764
Concetta Wiza,4629,9698
Santina Reynolds,1558,1898
Britt Thiel,8631,177
Djuana Cormier,2835,7832
Zackary McClure,1891,5409
Ivonne Bradtke-Gottlieb,3340,7076
Mr. Andon Collins DVM,9389,1372
Baker McDermott-Sawayn,1546,9017
Laurine Watsica-Ortiz,7907,3457
Lonnie Wintheiser,3092,1365
